UniqueID,fDOM_Run,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample,run_name
43_Lagoon_Noon,run2,0.010656434,0.016386437,0.010328167,0.01117649,0.014736464,0.002430753,0.005032566,0.009513729,0.004101016,0.0119255,0,1.025481563,1.64069746,1.565673752,0.924097538,0.903844568,0.062523486,3.965196553,Group009Sample0002,nyssa_run2
44_Lagoon_Dawn,run2,0.014887584,0.026542922,0.014849449,0.01864138,0.025143774,0,0.006819563,0.013006545,0.005397864,0.014098244,0,0.841238568,1.327099343,1.828578998,0.796585318,1.40028458,0.070357949,5.545539998,Group007Sample0003,nyssa_run2
44_Lagoon_Dusk,run2,0.015420269,0.013672319,0.016735872,0.017025657,0.022304673,0.004683994,0.008356491,0.014260639,0.005696254,0.019938084,0.03522036,0.859474526,2.422221921,1.790504277,0.98297956,1.001822126,0.048232666,5.103254234,Group011Sample0003,nyssa_run2
44_Lagoon_Noon,run2,0.00949562,0.019742816,0.009539594,0.011720734,0.015396334,0.006320696,0.004580935,0.007676841,0.003427416,0.010941004,0.004419942,0.918851489,1.531592885,1.729711545,0.813907498,0.898783743,0.067509691,3.763953402,Group009Sample0003,nyssa_run2
45_Lagoon_Dawn,run2,0.01643154,0.023319735,0.015018639,0.030713592,0.018611499,0.016492918,0.007329221,0.012583656,0.005453015,0.016422187,0.020415679,0.742388002,1.841187058,2.246949301,0.488989985,1.058172391,0.047091695,5.755381949,Group007Sample0004,nyssa_run2
45_Lagoon_Dusk,run2,0.014700262,0.019150879,0.014651023,0.017178968,0.019682033,0,0.008105889,0.012547338,0.006050125,0.018661379,0.005361234,0.844620497,2.661803963,1.652107034,0.8528465,0.858318769,0.043598089,4.803811178,Group011Sample0004,nyssa_run2
45_Lagoon_Noon,run2,0.010741009,0.02015904,0.011484998,0.013538506,0.017812086,0.00805762,0.006535659,0.00981741,0.004651925,0.016518594,0.00356062,0.948196071,2.057258674,1.642091841,0.848320941,1.003840797,0.058349115,4.670427101,Group009Sample0004,nyssa_run2
46_Lagoon_Dawn,run2,0.014788355,0.016040517,0.013125629,0.025224856,0.015971034,0.003434431,0.005518334,0.010928521,0.004491899,0.01173493,0.002016228,0.781694598,1.70771221,1.971322272,0.520345049,0.899974607,0.047206563,4.926002987,Group007Sample0005,nyssa_run2
46_Lagoon_Dusk,run2,0.013806401,0.01301526,0.013821647,0.015014645,0.01399593,0.021978262,0.007119782,0.011679299,0.005234113,0.016711273,0.02391353,0.791456766,2.855836377,1.721924951,0.920544347,0.699444432,0.040262373,4.060042496,Group011Sample0005,nyssa_run2
46_Lagoon_Noon,run2,0.009989508,0.019909009,0.010420225,0.011720935,0.016967392,0,0.005234123,0.009123541,0.00417841,0.011318724,0,0.92057635,1.633864645,1.79421724,0.889026758,0.933558216,0.065844955,3.86585061,Group009Sample0005,nyssa_run2
47_Lagoon_Dawn,run2,0.01446599,0.038661833,0.014107128,0.019318321,0.025392411,0.014931337,0.007004338,0.01216959,0.005203815,0.014310323,0.003870363,0.889074296,1.196023012,1.864552618,0.73024608,1.529584421,0.076015025,6.065773882,Group007Sample0006,nyssa_run2
47_Lagoon_Dusk,run2,0.014539526,0.016517527,0.015244361,0.017192453,0.021072944,0,0.007483793,0.011963608,0.006176524,0.016783233,0.006149867,0.867682249,1.902866037,1.774634948,0.886689118,0.98501872,0.05003437,5.05069374,Group011Sample0006,nyssa_run2
47_Lagoon_Noon,run2,0.00854487,0.013722238,0.009524374,0.010822669,0.011745288,0,0.004378548,0.008055384,0.003434402,0.010649929,4.49E-05,0.897015527,2.249186779,1.680408906,0.880039264,0.692520472,0.053333201,3.522701478,Group009Sample0006,nyssa_run2
48_Lagoon_Dawn,run2,0.012643242,0.022547948,0.012520801,0.016117294,0.016050077,0.009490953,0.006021014,0.01037358,0.004618994,0.013035969,0,0.878397214,1.405031948,1.822403231,0.776854991,0.991281659,0.058628646,4.743600874,Group007Sample0007,nyssa_run2
48_Lagoon_Dusk,run2,0.014928116,0.023347762,0.015031778,0.016968168,0.024336457,0,0.007585571,0.012237985,0.005631902,0.01626852,0.00767802,0.852421731,1.648858372,1.804252413,0.885881053,1.157237181,0.05802662,5.373922323,Group011Sample0007,nyssa_run2
48_Lagoon_Noon,run2,0.009924897,0.022576265,0.010941689,0.011679959,0.017064569,0,0.005431043,0.00870272,0.00440018,0.016150005,0,0.883818906,2.031450379,1.658420664,0.93679179,1.015179133,0.065984899,4.304751957,Group009Sample0007,nyssa_run2
49_Lagoon_Dawn,run2,0.01294501,0.024039298,0.013445567,0.015505262,0.02525741,0.003063726,0.005660781,0.011765911,0.004571056,0.012907976,0,0.959850996,1.367657973,1.833970191,0.867161543,1.389784153,0.078494058,5.223199073,Group008Sample0001,nyssa_run2
49_Lagoon_Dusk,run2,0.013632833,0.022304394,0.014067532,0.015892029,0.02020911,0.003639229,0.007318152,0.012384396,0.005710245,0.015940245,0.023140041,0.850819072,1.821682382,1.743469483,0.885194247,1.071717213,0.057209293,4.882070568,Group012Sample0001,nyssa_run2
49_Lagoon_Noon,run2,0.008515368,0.011158898,0.008950053,0.009751723,0.009734351,0,0.005347965,0.007627824,0.003501761,0.012545818,0,0.989893336,2.101417497,1.784152742,0.917791953,0.595260692,0.047401481,3.222175185,Group010Sample0001,nyssa_run2
5_LaSource_Dawn,run1,0.012562296,0.026979429,0.012660008,0.015509271,0.025266438,0.002466326,0.005944883,0.0105706,0.004324195,0.015326355,0.007063812,0.973680653,1.298390777,1.868345133,0.816286488,1.357225286,0.074880137,5.616587855,Group001Sample0005,nyssa_run1
5_LaSource_Dusk,run1,0.006123726,0.013726994,0.004428053,0.007704588,0.010285054,0.01759369,0.002745552,0.005318796,0.001957796,0.006826533,0.006966839,0.882131965,1.326064661,1.626372056,0.574729336,0.618312565,0.066965178,3.026107698,Group005Sample0005,nyssa_run1
5_LaSource_Noon,run1,0.00847314,0.007889996,0.008403905,0.010487947,0.008791295,0,0.003604708,0.007648029,0.00263309,0.009715036,0,0.945131564,2.193678414,1.675502354,0.80129172,0.532960588,0.044486263,3.492999366,Group003Sample0005,nyssa_run1
50_Lagoon_Dawn,run2,0.012353476,0.019202172,0.011863733,0.015835465,0.015570172,0.033320099,0.005719837,0.010195457,0.004442747,0.011615696,0.004816851,0.899480154,1.786662189,1.785824841,0.749187574,0.912353472,0.05518892,4.604921865,Group008Sample0002,nyssa_run2
50_Lagoon_Dusk,run2,0.014332241,0.020959257,0.014903948,0.016132062,0.020029129,0.023329579,0.009406937,0.013256263,0.006722035,0.023133365,0.021873822,0.927309678,2.578628782,1.713047476,0.923871232,0.997479996,0.048467061,5.001679372,Group012Sample0002,nyssa_run2
50_Lagoon_Noon,run2,0.008253293,0.012263015,0.008040459,0.00977215,0.012665175,0,0.004133001,0.006519672,0.002974336,0.010078671,0,0.846421102,2.37775814,1.824891041,0.822793266,0.581207211,0.049092929,3.187197103,Group010Sample0002,nyssa_run2
51_Lagoon_Dawn,run2,0.014193328,0.021420918,0.013128676,0.026137618,0.020096644,0.021739668,0.005731429,0.011348008,0.004706037,0.013604368,0,0.812867474,1.643693073,2.130484163,0.502290439,1.116005132,0.054398361,5.457053318,Group008Sample0003,nyssa_run2
51_Lagoon_Dusk,run2,0.012626128,0.020759418,0.013042768,0.016050084,0.018358449,0.018521395,0.007089718,0.010570099,0.004861172,0.015060197,0.028124657,0.910245597,1.711383516,1.824458819,0.812629266,0.980215719,0.05581521,4.577097229,Group012Sample0003,nyssa_run2
51_Lagoon_Noon,run2,0.008075062,0.011309829,0.008875676,0.009310276,0.01513013,0.010954745,0.004266325,0.007075226,0.003081451,0.010162401,0,0.769063179,0.911880618,1.735601388,0.953320369,0.832345301,0.06830744,3.72713485,Group010Sample0003,nyssa_run2
52_Lagoon_Dawn,run2,0.013513327,0.015981803,0.015955411,0.016241106,0.021587818,0.015585954,0.006770643,0.012704682,0.005491933,0.013840729,0.010794191,1.033094624,1.745026499,1.657005242,0.982409103,1.059950082,0.05737303,5.157978449,Group008Sample0004,nyssa_run2
52_Lagoon_Dusk,run2,0.012712616,0.040842289,0.013218567,0.014855876,0.021815415,0.019097484,0.006796086,0.011107708,0.00533209,0.015275039,0.026890212,0.935439263,0.978260639,1.817336187,0.889787147,1.392608767,0.07352498,6.002706157,Group012Sample0004,nyssa_run2
52_Lagoon_Noon,run2,0.008022574,0.014317318,0.00827374,0.010636289,0.012429451,0.007856235,0.004547298,0.007010017,0.003217941,0.010631341,0,0.901587529,1.729716131,2.032666731,0.777878498,0.853775667,0.070497072,3.7841378,Group010Sample0004,nyssa_run2
53_Lagoon_Dawn,run2,0.01458297,0.021314327,0.013173628,0.026778674,0.02257424,0.010577147,0.005675649,0.010615784,0.004467327,0.012378277,0.032402474,0.718714799,1.470147959,2.18585133,0.491944749,1.201882251,0.059409313,5.607250426,Group008Sample0005,nyssa_run2
53_Lagoon_Dusk,run2,0.011844727,0.018736984,0.012737498,0.014582053,0.015305081,0.009074328,0.006089788,0.010724944,0.005117366,0.013867745,0.014672509,0.879895968,2.17615649,1.609485611,0.87350511,0.815262547,0.048482783,4.215565568,Group012Sample0005,nyssa_run2
53_Lagoon_Noon,run2,0.009723652,0.01652772,0.008946607,0.010633771,0.015970067,0.00437986,0.004552312,0.008254706,0.003206029,0.010469115,0,0.855400056,1.740227355,1.53970039,0.841339041,0.785217697,0.060831223,3.563198323,Group010Sample0005,nyssa_run2
5B_LaSource_Dawn,run1,0.012058549,0.021858719,0.011693138,0.016624193,0.024123214,0.001764073,0.005650504,0.009756299,0.003834962,0.01495703,0,1.144047206,1.501748246,1.934880829,0.703380778,1.208974997,0.068626499,5.28278369,Group001Sample0006,nyssa_run1
5C_LaSource_Dawn,run1,0.009140925,0.011281952,0.009817999,0.011852517,0.012087822,0,0.004524093,0.008378887,0.002897703,0.011454456,0.004381405,0.939377396,2.423508401,1.819273373,0.828347193,0.657726159,0.049881008,3.633220601,Group001Sample0007,nyssa_run1
5E_LaSource_Noon,run1,0.009400999,0.013578806,0.008710162,0.01147421,0.01674484,0,0.004552302,0.008553004,0.003178906,0.011527916,0.016179276,1.053842793,1.347965942,1.732621716,0.759107803,1.148126797,0.080325813,4.56430782,Group003Sample0006,nyssa_run1
5F_LaSource_Noon,run1,0.011711189,0.017808124,0.011944783,0.014289313,0.012390936,0,0.004698366,0.010064968,0.003561257,0.013877299,0.00867072,0.902130919,2.355908811,1.619527336,0.835924241,0.677822811,0.041059663,4.676391302,Group003Sample0007,nyssa_run1
5H_LaSource_Dusk,run1,0.00826475,0.008697586,0.007755107,0.010036199,0.004980992,0.006162447,0.004005788,0.007446669,0.002943455,0.01032528,0.002633304,0.913070848,3.258918074,1.69601221,0.772713572,0.369189986,0.031722052,3.098858398,Group005Sample0006,nyssa_run1
5I_LaSource_Dusk,run1,0.006701867,0.014371041,0.005453292,0.008578496,0.012524453,0.003970576,0.003206545,0.005957303,0.002190574,0.008427915,0.010673066,1.096293698,1.552311783,1.598104709,0.635693241,0.696262477,0.06787615,3.331389866,Group005Sample0007,nyssa_run1
6_LaSource_Dawn,run1,0.008157421,0.019095586,0.008081271,0.010749566,0.022738538,0,0.003455376,0.006404067,0.002841484,0.009624402,0,1.244776207,0.935601252,1.910260227,0.751776482,1.254251348,0.098994658,4.419268676,Group002Sample0001,nyssa_run1
6_LaSource_Dusk,run1,0.005427409,0.01359785,0.003966915,0.007256852,0.010454314,0.000456678,0.002592056,0.004385259,0.001750287,0.006530743,0,0.966452754,1.212649681,1.921680843,0.546644111,0.642142308,0.081114957,2.502439598,Group006Sample0001,nyssa_run1
6_LaSource_Noon,run1,0.004253371,0.016300296,0.003964051,0.005696453,0.00573205,0.006453352,0.002115112,0.002762159,0.001358114,0.004970982,0.014607492,0.963132334,1.184892358,1.553635425,0.695880497,0.484878424,0.075907598,2.255810417,Group004Sample0001,nyssa_run1
7_LaSource_Dawn,run1,0.007835229,0.02321873,0.008280293,0.011222273,0.025602381,0.032640923,0.003741014,0.005197406,0.002582642,0.008608921,0.0181002,1.276270342,0.750918238,2.164347841,0.73784456,1.452390778,0.114067605,4.715580796,Group002Sample0002,nyssa_run1
7_LaSource_Dusk,run1,0.006115771,0.016863793,0.005104398,0.008752567,0.020164931,0,0.003484085,0.0050982,0.00273711,0.012245957,0,1.016306355,1.569210195,2.161474579,0.583188663,0.973559025,0.091689053,3.544009507,Group006Sample0002,nyssa_run1
7_LaSource_Noon,run1,0.005505241,0.016530656,0.005764745,0.014233537,0.014510302,0.011950097,0.002226405,0.004162852,0.001710734,0.005803467,0.019718643,0.518765685,0.887583795,2.726072948,0.405011408,0.828952419,0.089022827,3.317648717,Group004Sample0002,nyssa_run1
8_LaSource_Dawn,run1,0.006382242,0.014015416,0.006234501,0.008680578,0.012540852,0,0.002955797,0.004724582,0.001962975,0.006972029,0.006367797,1.076175678,1.251005388,1.726057537,0.718212658,0.714341412,0.077129114,2.913491968,Group002Sample0003,nyssa_run1
8_LaSource_Dusk,run1,0.005684999,0.014999547,0.004429988,0.007393247,0.012586776,0.007957292,0.002796636,0.004578524,0.001900321,0.007418354,0,1.011425892,1.273422123,2.099663036,0.599193861,0.715971751,0.083729314,2.834058657,Group006Sample0003,nyssa_run1
8_LaSource_Noon,run1,0.005900514,0.01646775,0.005781566,0.00834525,0.009906299,0.004412137,0.004574937,0.004568156,0.003167771,0.017636274,0.017605799,1.083814485,2.635971509,1.882485749,0.692797231,0.688815568,0.061281877,3.326498922,Group004Sample0003,nyssa_run1
9_LaSource_Dawn,run1,0.00661975,0.011764752,0.006117215,0.008921432,0.010852016,0.00380091,0.003650224,0.005509826,0.002803319,0.010480558,0,0.962227438,1.707336404,2.013068071,0.685676387,0.634947024,0.065174679,2.871072424,Group002Sample0004,nyssa_run1
9_LaSource_Dusk,run1,0.00574673,0.015147601,0.004165939,0.006562503,0.010616747,0,0.00272846,0.006013702,0.001986913,0.007084416,0,1.020128967,1.343213634,2.083743683,0.634809468,0.648217628,0.079423413,2.689113133,Group006Sample0004,nyssa_run1
9_LaSource_Noon,run1,0.004826621,0.014533053,0.00449333,0.008515644,0.007397165,0.010275132,0.002524652,0.00307323,0.001704691,0.007152895,0.01792234,1.038053065,1.534584046,1.971301355,0.527655899,0.585516276,0.07040309,2.926492072,Group004Sample0004,nyssa_run1
Cabral_Dil1_Day3,run3,0.027541506,0.036395897,0.027274219,0.032143323,0.03862979,0.001702354,0.00932353,0.020843317,0.006149893,0.025281237,0.022660135,0.777988113,1.881125422,2.205563451,0.848518953,2.154102215,0.072406677,8.917501331,Group002Sample0005,nyssa_run3
Cabral_Dil2_Day3,run3,0.031737216,0.047266938,0.031466316,0.03659372,0.057623442,0.034940738,0.010816674,0.024172332,0.007311762,0.029818292,0.080610847,0.7335254,1.209431946,2.302686759,0.859882955,3.143634527,0.087601981,12.11241916,Group002Sample0006,nyssa_run3
Cabral_Dil3_Day3,run3,0.026537703,0.042012884,0.02634015,0.033293638,0.043275595,0.00176209,0.009178045,0.020681499,0.006482253,0.025588361,0.035326167,0.808083968,1.536108887,2.322945846,0.791146641,2.438978612,0.080343922,9.462653641,Group002Sample0007,nyssa_run3
Cabral_Dil4_Day3,run3,0.032054407,0.052447792,0.031679708,0.039701444,0.074762801,0.024397015,0.009610195,0.025273474,0.006445277,0.029904699,0.08195,0.76749146,1.085284668,2.243121157,0.797948507,3.753605798,0.097907828,13.61448462,Group003Sample0001,nyssa_run3
Cabral_Dil5_Day3,run3,0.028625392,0.043729344,0.028343453,0.034453563,0.051317702,0.005654638,0.009817384,0.022694546,0.006565813,0.026823616,0.0559344,0.807203844,1.449503267,2.211116007,0.822656679,2.638038299,0.078448009,10.87415295,Group003Sample0002,nyssa_run3
Cabral_Dil6_Day3,run3,0.0308233,0.042561833,0.031364155,0.03327133,0.059961955,0.028377087,0.012400193,0.025084863,0.008376353,0.034378401,0.023501125,0.819180917,1.466428569,2.056216488,0.942678117,2.952221932,0.080487173,11.8854843,Group003Sample0003,nyssa_run3
Cabral_Dil7_Day3,run3,0.042463456,0.042923687,0.043421322,0.050221284,0.087439697,0.033423894,0.012712891,0.035618074,0.008624743,0.036047607,0.056397002,0.802758413,1.41195179,2.282496801,0.864600003,3.694606246,0.079838264,14.97867506,Group003Sample0004,nyssa_run3
Cabral_Dil8_Day3,run3,0.027992854,0.033488243,0.028902429,0.030560495,0.046481338,0.023480675,0.009874848,0.023420476,0.006861607,0.026253268,0.048416912,0.847143223,1.390917706,2.140984523,0.945744794,2.483270656,0.076890451,10.44839156,Group003Sample0005,nyssa_run3
Cabral_Dil9_Day3,run3,0.035165821,0.046999815,0.036737927,0.038709162,0.067170255,0.018752172,0.01400442,0.030494749,0.009981765,0.034996189,0.043934515,0.863620105,1.350160011,2.030714746,0.949075764,3.302860785,0.080619073,12.96723223,Group003Sample0006,nyssa_run3
Cabral_FilteredGW,run3,0.105931684,0.071364665,0.095819671,0.110861599,0.127612024,0.014209871,0.05218474,0.074647961,0.045679912,0.104039146,0.133006371,0.723749658,2.287268025,1.596776402,0.864317962,6.064132006,0.04930967,29.24340427,Group003Sample0007,nyssa_run3
Cabral_UnfilteredGW,run3,0.090660102,0.061978848,0.084340823,0.095166493,0.147247541,0.026965736,0.045670694,0.066549093,0.037964012,0.096187355,0.169171939,0.728735805,1.917092277,1.509761424,0.886244941,6.503771597,0.057498938,28.9631182,Group004Sample0001,nyssa_run3
Varari_Dil1_Day1,run3,0.1040786,0.155314718,0.083356466,0.128188648,0.21665121,0.0287306,0.021499686,0.056875608,0.01442864,0.067512569,0.142874717,0.579524224,1.348186647,2.977514359,0.650264026,9.852919544,0.098645213,36.86098165,Group001Sample0001,nyssa_run3
Varari_Dil2_Day1,run3,0.077855148,0.132592318,0.060234682,0.09444218,0.190770337,0.040852753,0.016940629,0.042454439,0.011874137,0.052091791,0.105396302,0.56039274,0.86827778,2.870859637,0.637794284,9.148461481,0.119821381,30.45880696,Group001Sample0002,nyssa_run3
Varari_Dil3_Day1,run3,0.085213434,0.120094864,0.067658871,0.09868862,0.16574026,0.013343263,0.014697815,0.045599892,0.009817066,0.050031123,0.13014703,0.500950059,1.163226316,3.05747378,0.685579264,7.823758763,0.105483318,27.50755555,Group001Sample0003,nyssa_run3
Varari_Dil4_Day1,run3,0.062861697,0.105097177,0.049975972,0.075537174,0.118947116,0.027190668,0.014242683,0.036273929,0.010010878,0.04439367,0.104535873,0.528170624,1.076960282,2.784974847,0.661607656,6.201683995,0.103376353,22.20358918,Group001Sample0004,nyssa_run3
Varari_Dil5_Day1,run3,0.079154502,0.101126666,0.059579743,0.089496993,0.131928823,0.007230069,0.014339519,0.039174374,0.009465931,0.049513912,0.091600659,0.474397989,1.526978699,3.000671139,0.665717815,6.250449491,0.093529205,23.43486899,Group001Sample0005,nyssa_run3
Varari_Dil6_Day1,run3,0.073847715,0.112410889,0.061580238,0.086611484,0.118719368,0.03494314,0.018689035,0.045514847,0.014095662,0.047657298,0.09205652,0.526891674,1.383652181,2.70901538,0.710993912,6.037106492,0.088745632,22.23328434,Group001Sample0006,nyssa_run3
Varari_Dil7_Day1,run3,0.09144804,0.119120579,0.069345486,0.09317767,0.128654744,0.041514738,0.015277177,0.044239184,0.010341143,0.056028758,0.088317616,0.426437882,1.636768143,2.914070123,0.744228589,6.645662086,0.0916279,25.24332283,Group001Sample0007,nyssa_run3
Varari_Dil8_Day1,run3,0.065658142,0.081602651,0.05285662,0.080565343,0.115197507,0.017495543,0.013505454,0.038237866,0.009017884,0.041527177,0.094863384,0.560030502,1.249580061,2.692350285,0.656071437,5.445938258,0.089688376,21.43262057,Group002Sample0001,nyssa_run3
Varari_Dil9_Day1,run3,0.076461099,0.144363436,0.06079772,0.097938422,0.164848298,0.029770244,0.017364882,0.043746896,0.011452002,0.051900371,0.133909788,0.619177434,1.143252101,2.773854572,0.620774961,8.009991851,0.104760712,28.6955812,Group002Sample0002,nyssa_run3
Varari_FilteredGW,run3,0.084012502,0.05073199,0.075972781,0.091819736,0.131889553,0.037633422,0.028159404,0.059208727,0.019314169,0.075632403,0.191893062,0.807611568,1.86792135,1.834807607,0.82741232,5.55207748,0.058563742,28.92541627,Group002Sample0003,nyssa_run3
Varari_River,run3,0.317201463,0.088407738,0.287067843,0.292730552,0.272526516,0.06388684,0.156553536,0.225724409,0.118976343,0.332583055,0.511350843,0.589855419,3.723198206,1.554060173,0.98065556,10.55809534,0.029401122,76.77193399,Group002Sample0004,nyssa_run3