CowTagID,SeepCode,Site,Day_Night,UVHumic,Tyrosine,VisibleHumic,MarineHumic,Tryptophan,Phenylalanine,FulvicAcid,Optical_Brighteners,Lignin,BIX,HIX,FI,MC
1,,LaSource,Dawn,0.007169075,0.017592718,0.007101557,0.009447705,0.016311492,0.003404799,0.003875524,0.005549791,0,0.90477144,1.367745923,1.943046411,0.751670039
1,,LaSource,Dusk,0.003536212,0.010245624,0.002435793,0.004760801,0.006018669,0,0.002235914,0.002886912,0,1.005714183,1.698522674,2.166793687,0.511635023
1,,LaSource,Noon,0.005707616,0.021170965,0.006642329,0.008523782,0.015857484,0.020579229,0.003067633,0.004734448,0.014748421,1.113028574,1.148663983,1.926698403,0.779270177
10,,LaSource,Dawn,0.008275311,0.022895206,0.008002035,0.013845178,0.026080555,0,0.004282011,0.006038642,0,1.173815207,1.109259895,2.082214512,0.577965507
10,,LaSource,Dusk,0.006018607,0.020122715,0.004061758,0.007581499,0.013378074,0,0.002719703,0.00412631,0,0.840192424,1.011752576,1.834897866,0.535745932
10,,LaSource,Noon,0.004846861,0.01287792,0.004145736,0.006591493,0.008310726,0.004678961,0.002539769,0.003509049,0.011630939,1.088245525,1.190952948,2.012415843,0.628952555
11,,LaSource,Dawn,0.006865515,0.015394338,0.006130102,0.011127508,0.015957085,0.022275078,0.003036769,0.004761749,0,1.328010919,1.138741952,1.806299266,0.550896208
11,,LaSource,Dusk,0.005625747,0.016359501,0.004817531,0.007097447,0.011806471,0,0.002467452,0.004471311,0,1.029641064,1.423883932,1.76892514,0.678769581
11,,LaSource,Noon,0.004927715,0.012996281,0.004411582,0.006802143,0.006299376,0.011647333,0.00238887,0.003033316,0.023814541,1.126404504,1.253824049,2.611433569,0.648557635
12,,LaSource,Dawn,0.006837715,0.016766634,0.00671326,0.008870713,0.017144926,0,0.003962699,0.005477963,0,1.162743071,1.24726463,1.675171685,0.756789258
12,,LaSource,Dusk,0.006489342,0.011853194,0.005610754,0.00752078,0.008919952,0,0.003706298,0.00565132,0.00370067,0.836826485,1.846382114,1.753794712,0.746033603
12,,LaSource,Noon,0.006859178,0.026773792,0.006137466,0.008632602,0.020483935,0,0.003734361,0.005145013,0.01994665,1.23267475,0.799345475,1.862479823,0.710963628
13,,Nordhoff,Dawn,0.006736979,0.018700357,0.006890789,0.008380895,0.022828367,0,0.004233157,0.004850033,0.010869068,1.095375947,1.152188624,1.899933722,0.822202007
13,,Nordhoff,Dusk,0.008722583,0.020495658,0.009633971,0.010976158,0.022143013,0,0.004947223,0.006845179,0.020025532,1.236796376,1.010148464,1.789135953,0.877717896
13,,Nordhoff,Noon,0.005859741,0.021380998,0.005750337,0.007641865,0.01768924,0.010966877,0.002229501,0.004268161,0.032359606,1.073486241,0.891137478,1.723825355,0.752478224
14,,Nordhoff,Dawn,0.00804233,0.028301573,0.007606373,0.011770418,0.045501859,0.008347277,0.003663412,0.006110208,0.054030427,1.842708196,0.739673554,2.201919083,0.646227932
14,,Nordhoff,Dusk,0.008125399,0.024691277,0.00806282,0.009187027,0.027126668,0.015204665,0.004386188,0.006786007,0.01205993,1.188670768,0.901425518,1.627403132,0.877631088
14,,Nordhoff,Noon,0.004637913,0.020732797,0.004611945,0.005666399,0.012313641,0.017520017,0.002452268,0.003168877,0.029713523,1.040619508,0.882165197,1.976551264,0.813911149
15,,Nordhoff,Dawn,0.005976308,0.017737251,0.005267093,0.008147388,0.014351084,0.000223868,0.002521343,0.003694257,0.04161912,1.080710129,0.961524527,2.133836651,0.646476284
15,,Nordhoff,Dusk,0.00592519,0.015734762,0.006176951,0.00880011,0.014597891,0.015917644,0.003390874,0.004665539,0.01319751,1.29412854,1.160685202,1.697721253,0.701917409
15,,Nordhoff,Noon,0.004923376,0.017193683,0.004528698,0.00721433,0.013283211,0.019725132,0.003215125,0.003401473,0.016237255,1.191364994,0.954943975,1.695859522,0.627736554
16,,Nordhoff,Dawn,0.005508995,0.024009404,0.00479419,0.007507413,0.026156708,0.033352555,0.002557537,0.003786649,0.013128716,1.313174719,0.455473509,1.785389809,0.63859418
16,,Nordhoff,Dusk,0.007273497,0.019345506,0.006439428,0.011007292,0.017345669,0.006868774,0.004345127,0.006475744,0.01023751,1.000230196,1.609963945,2.100162745,0.58501473
16,,Nordhoff,Noon,0.005340019,0.020496706,0.004300084,0.011259364,0.020238229,0,0.003578116,0.003408833,0.032864311,1.262935954,0.908582016,2.061450133,0.381911774
17,,Nordhoff,Dawn,0.006282495,0.024459936,0.006181672,0.008407556,0.020258958,0.009082666,0.004672145,0.004241462,0.019458881,1.245232239,1.654531854,2.27287456,0.73525191
17,,Nordhoff,Dusk,0.005765519,0.013566377,0.005592042,0.009251894,0.011898421,0.033907664,0.00265758,0.004628201,0,0.859669857,0.997636142,2.553890336,0.604421386
17,,Nordhoff,Noon,0.004688106,0.014939837,0.003885303,0.005311184,0.010782021,0.004381545,0.002705286,0.003154205,0.011966649,1.466544577,0.967577991,2.052944184,0.731532472
18,,Nordhoff,Dawn,0.006489548,0.020691911,0.005573814,0.013311831,0.025820751,0.004914572,0.002854214,0.003911484,0.044906362,1.266354043,1.005489803,2.350927302,0.418711278
18,,Nordhoff,Dusk,0.005810187,0.018225617,0.005884987,0.007129599,0.014538233,0.021555739,0.003392911,0.005454983,0,1.07613186,1.194116701,1.845405567,0.825430327
18,,Nordhoff,Noon,0.00391807,0.014321799,0.004373722,0.00787789,0.013722801,0.019664579,0.002570503,0.003735951,0.017344032,1.141110848,0.657875554,1.618934353,0.555189538
19,,Nordhoff,Dawn,0.007934288,0.03119435,0.007761348,0.009813332,0.028909236,0,0.002701112,0.004806873,0.03289697,1.02604724,0.750669815,2.211526051,0.79089828
19,,Nordhoff,Dusk,0.006033889,0.017452163,0.005836962,0.007625372,0.011348795,0.02608532,0.004223605,0.005171781,0,0.937843605,2.041242687,2.20299524,0.765465839
19,,Nordhoff,Noon,0.005518155,0.023775222,0.004317551,0.008005162,0.014142432,0.02308558,0.00417569,0.003487467,0.014730695,0.98571076,1.374040812,2.070780589,0.539345844
2,,LaSource,Dawn,0.008768954,0.022888255,0.00949584,0.010494453,0.019459805,0,0.005253634,0.006957185,0,0.922483671,1.488131707,1.909230636,0.904843767
2,,LaSource,Dusk,0.003055011,0.011588895,0.002021935,0.003887175,0.004222468,0,0.002210797,0.002973159,0.002272673,1.077248839,1.258402593,1.664163233,0.520155461
2,,LaSource,Noon,0.006469712,0.017666208,0.00645605,0.008232897,0.020577504,0.012303785,0.003358439,0.005341749,0.005680021,0.990929527,1.267031741,1.79045429,0.784177141
20,,Nordhoff,Dawn,0.005429327,0.014275653,0.005263606,0.006966105,0.015439187,0.000419225,0.002410291,0.003936377,0.017307575,0.891967879,1.019538926,1.710043632,0.75560245
20,,Nordhoff,Dusk,0.007851545,0.027895085,0.009306519,0.01092501,0.029915017,0.030238223,0.004229972,0.006894816,0.020996179,1.19984798,0.896060538,1.691163607,0.851854527
20,,Nordhoff,Noon,0.005306759,0.025391472,0.004474111,0.007746809,0.011618669,0.019729744,0.003419845,0.00326945,0.026290519,1.099686387,0.793977158,1.646883505,0.577542526
21,,Nordhoff,Dawn,0.007616047,0.032469555,0.006868334,0.011172677,0.031937832,0.016468199,0.003201793,0.004707655,0.016667818,1.224482661,0.654025917,1.849287614,0.614743784
21,,Nordhoff,Dusk,0.006434493,0.020561127,0.006700077,0.008656853,0.014350812,0.027904733,0.003153301,0.005438227,0.019681208,0.995577682,1.281904514,1.943192461,0.773962166
21,,Nordhoff,Noon,0.004799695,0.018849255,0.004395991,0.006429723,0.014884367,0.005895825,0.002933232,0.003735643,0,0.988458462,0.944888371,1.878009475,0.683698337
22,,Nordhoff,Dawn,0.005614022,0.020329513,0.004764164,0.006603206,0.025820834,0,0.001768773,0.003715278,0.037803304,1.082129302,0.624381411,1.923827053,0.721492515
22,,Nordhoff,Dusk,0.005772167,0.017880606,0.005859065,0.006616942,0.014234934,0.023452719,0.002421129,0.004815561,0.001036954,0.974431137,1.027883144,1.752316977,0.885464193
22,,Nordhoff,Noon,0.004302976,0.016118935,0.004112394,0.004845256,0.013003881,0.028520946,0.002852931,0.003067344,0.004257143,1.087979522,0.961745515,1.951336442,0.848746477
23,,Nordhoff,Dawn,0.006890371,0.026863108,0.006173777,0.011278786,0.023694729,0.010614431,0.002808086,0.003988801,0.048499931,1.165027615,0.677833758,2.115108845,0.54737957
23,,Nordhoff,Dusk,0.005902685,0.015021762,0.005979871,0.008254035,0.017588509,0.017221498,0.002913244,0.004177924,0,0.855637523,0.916197815,2.19358029,0.724478468
23,,Nordhoff,Noon,0.007384741,0.024978454,0.006710088,0.007977072,0.029048522,0.02189882,0.003663387,0.005101778,0.033124023,1.152170205,0.928141861,1.892318684,0.841171706
24,,Nordhoff,Dawn,0.004930101,0.016616346,0.004883623,0.006838904,0.012103666,0.009157613,0.002515319,0.003299835,0.012795371,1.092720898,0.98181549,1.675445527,0.714094349
24,,Nordhoff,Dusk,0.005538053,0.015066983,0.005667261,0.006770633,0.010167505,0.011306997,0.002968596,0.004564007,0.013769853,0.8065711,1.252785986,2.085449043,0.837035588
24,,Nordhoff,Noon,0.006257096,0.030133095,0.005388781,0.008808283,0.019882496,0.014193291,0.003017364,0.004824241,0.025360602,1.131895285,0.648537281,1.861412679,0.611785668
3,,LaSource,Dawn,0.006798914,0.017567587,0.006966456,0.010296348,0.025514544,0.021022237,0.00327248,0.005642557,0.021006794,1.689417847,1.011428207,2.281567074,0.67659485
3,,LaSource,Dusk,0.004695425,0.012349902,0.002474438,0.004405746,0.004923587,0,0.002158713,0.00301848,0.008863631,1.03708534,1.373787061,2.01685833,0.561638781
3,,LaSource,Noon,0.004378576,0.012933255,0.004035299,0.006788227,0.008240416,0,0.002534226,0.002820496,0.000810146,0.921875944,1.046859071,1.903378558,0.594455497
4,,LaSource,Dawn,0.017316123,0.032729719,0.026508215,0.019450575,0.055537558,0.017192212,0.005044905,0.026593739,0.004261115,0.885094141,1.466981339,2.369432378,1.36284993
4,,LaSource,Dusk,0.003434348,0.015689603,0.002492225,0.004927514,0.008046729,0,0.002106498,0.0027126,0.011900214,1.008718384,1.277089371,1.988901184,0.505777243
4,,LaSource,Noon,0.005302691,0.015534735,0.004581381,0.008678295,0.015201998,0.004890232,0.00263512,0.00369269,0.021403393,0.984126103,0.916700097,2.280929066,0.5279126
41,a,Lagoon,Dawn,0.035116378,0.017361634,0.034032908,0.057320154,0.032729248,0.007240239,0.013488472,0.033064765,0.044752238,0.745432212,3.409568155,1.714521578,0.593733712
41,b,Lagoon,Dawn,0.040954935,0.008924419,0.041256372,0.063546413,0.029523763,0.012619593,0.014718174,0.04235754,0.055050292,0.775528984,5.381097145,1.772656511,0.649232112
41,c,Lagoon,Dawn,0.033013052,0.018131845,0.034903978,0.038858836,0.0330221,0.020287998,0.014747579,0.034039226,0.005671277,0.81865386,3.405891738,1.627281014,0.898225023
41,d,Lagoon,Dawn,0.02139214,0.01757024,0.021700653,0.023762527,0.020791571,0.009781003,0.009488033,0.019984947,0.024679855,0.773403272,2.616260338,1.712160365,0.913230018
41,e,Lagoon,Dawn,0.02303884,0.022724705,0.022951953,0.028080039,0.05228514,0.042815837,0.011130241,0.019407368,0.044042962,1.255128697,1.625483818,1.718587843,0.817376094
41,f,Lagoon,Dawn,0.01707965,0.016721284,0.016993914,0.018313706,0.018833096,0,0.007880445,0.013957458,0.008028444,0.799537336,2.648196503,1.70430434,0.927934193
41,g,Lagoon,Noon,0.017474234,0.017191225,0.017703743,0.019559639,0.027467868,0.003731196,0.008619305,0.015748663,0.002512923,0.817583251,2.312703221,1.615117866,0.905116044
41,h,Lagoon,Noon,0.023216224,0.024071425,0.023708842,0.025667,0.025965338,0,0.011637805,0.020859237,0.02082068,0.792402616,3.579215326,1.690497059,0.92370909
41,i,Lagoon,Dusk,0.034444531,0.020108335,0.036905891,0.040654106,0.024916055,0.002809831,0.015519433,0.037218672,0.030040931,0.834281265,4.227930622,1.619401025,0.907802289
41,j,Lagoon,Dusk,0.03602626,0.017006417,0.038663366,0.041202348,0.0329654,0,0.015441199,0.040157504,0.027596005,0.838355681,4.237539168,1.640548124,0.938377747
42,,Lagoon,Dawn,0.014711756,0.013780207,0.01431815,0.020333082,0.014380849,0.013226294,0.007237876,0.011838291,0,0.803993016,2.523919164,1.65358709,0.704179995
42,,Lagoon,Dusk,0.014985501,0.016465106,0.015537035,0.01691084,0.018020531,0,0.009774606,0.01297368,0.021127668,0.80324661,2.810961742,1.754790421,0.918761859
42,,Lagoon,Noon,0.010584616,0.019800309,0.010740807,0.011778369,0.018433228,0.001309284,0.006126629,0.009981637,0.000352633,0.796514222,2.396494988,1.752741944,0.91190952
43,,Lagoon,Dawn,0.018189319,0.021417618,0.018517377,0.021363551,0.024867667,0.018605821,0.008083721,0.016591757,0.006580715,0.912875506,1.907643541,1.794652991,0.866774302
43,,Lagoon,Dusk,0.017229676,0.021092471,0.017922712,0.019176591,0.027929374,0.009600084,0.009154804,0.019708412,0.02310859,0.914123359,1.676199736,1.828221542,0.93461408
43,,Lagoon,Noon,0.010656434,0.016386437,0.010328167,0.01117649,0.014736464,0.002430753,0.005032566,0.009513729,0,1.025481563,1.64069746,1.565673752,0.924097538
44,,Lagoon,Dawn,0.014887584,0.026542922,0.014849449,0.01864138,0.025143774,0,0.006819563,0.013006545,0,0.841238568,1.327099343,1.828578998,0.796585318
44,,Lagoon,Dusk,0.015420269,0.013672319,0.016735872,0.017025657,0.022304673,0.004683994,0.008356491,0.014260639,0.03522036,0.859474526,2.422221921,1.790504277,0.98297956
44,,Lagoon,Noon,0.00949562,0.019742816,0.009539594,0.011720734,0.015396334,0.006320696,0.004580935,0.007676841,0.004419942,0.918851489,1.531592885,1.729711545,0.813907498
45,,Lagoon,Dawn,0.01643154,0.023319735,0.015018639,0.030713592,0.018611499,0.016492918,0.007329221,0.012583656,0.020415679,0.742388002,1.841187058,2.246949301,0.488989985
45,,Lagoon,Dusk,0.014700262,0.019150879,0.014651023,0.017178968,0.019682033,0,0.008105889,0.012547338,0.005361234,0.844620497,2.661803963,1.652107034,0.8528465
45,,Lagoon,Noon,0.010741009,0.02015904,0.011484998,0.013538506,0.017812086,0.00805762,0.006535659,0.00981741,0.00356062,0.948196071,2.057258674,1.642091841,0.848320941
46,,Lagoon,Dawn,0.014788355,0.016040517,0.013125629,0.025224856,0.015971034,0.003434431,0.005518334,0.010928521,0.002016228,0.781694598,1.70771221,1.971322272,0.520345049
46,,Lagoon,Dusk,0.013806401,0.01301526,0.013821647,0.015014645,0.01399593,0.021978262,0.007119782,0.011679299,0.02391353,0.791456766,2.855836377,1.721924951,0.920544347
46,,Lagoon,Noon,0.009989508,0.019909009,0.010420225,0.011720935,0.016967392,0,0.005234123,0.009123541,0,0.92057635,1.633864645,1.79421724,0.889026758
47,,Lagoon,Dawn,0.01446599,0.038661833,0.014107128,0.019318321,0.025392411,0.014931337,0.007004338,0.01216959,0.003870363,0.889074296,1.196023012,1.864552618,0.73024608
47,,Lagoon,Dusk,0.014539526,0.016517527,0.015244361,0.017192453,0.021072944,0,0.007483793,0.011963608,0.006149867,0.867682249,1.902866037,1.774634948,0.886689118
47,,Lagoon,Noon,0.00854487,0.013722238,0.009524374,0.010822669,0.011745288,0,0.004378548,0.008055384,4.49E-05,0.897015527,2.249186779,1.680408906,0.880039264
48,,Lagoon,Dawn,0.012643242,0.022547948,0.012520801,0.016117294,0.016050077,0.009490953,0.006021014,0.01037358,0,0.878397214,1.405031948,1.822403231,0.776854991
48,,Lagoon,Dusk,0.014928116,0.023347762,0.015031778,0.016968168,0.024336457,0,0.007585571,0.012237985,0.00767802,0.852421731,1.648858372,1.804252413,0.885881053
48,,Lagoon,Noon,0.009924897,0.022576265,0.010941689,0.011679959,0.017064569,0,0.005431043,0.00870272,0,0.883818906,2.031450379,1.658420664,0.93679179
49,,Lagoon,Dawn,0.01294501,0.024039298,0.013445567,0.015505262,0.02525741,0.003063726,0.005660781,0.011765911,0,0.959850996,1.367657973,1.833970191,0.867161543
49,,Lagoon,Dusk,0.013632833,0.022304394,0.014067532,0.015892029,0.02020911,0.003639229,0.007318152,0.012384396,0.023140041,0.850819072,1.821682382,1.743469483,0.885194247
49,,Lagoon,Noon,0.008515368,0.011158898,0.008950053,0.009751723,0.009734351,0,0.005347965,0.007627824,0,0.989893336,2.101417497,1.784152742,0.917791953
5,a,LaSource,Dawn,0.012562296,0.026979429,0.012660008,0.015509271,0.025266438,0.002466326,0.005944883,0.0105706,0.007063812,0.973680653,1.298390777,1.868345133,0.816286488
5,g,LaSource,Dusk,0.006123726,0.013726994,0.004428053,0.007704588,0.010285054,0.01759369,0.002745552,0.005318796,0.006966839,0.882131965,1.326064661,1.626372056,0.574729336
5,d,LaSource,Noon,0.00847314,0.007889996,0.008403905,0.010487947,0.008791295,0,0.003604708,0.007648029,0,0.945131564,2.193678414,1.675502354,0.80129172
50,,Lagoon,Dawn,0.012353476,0.019202172,0.011863733,0.015835465,0.015570172,0.033320099,0.005719837,0.010195457,0.004816851,0.899480154,1.786662189,1.785824841,0.749187574
50,,Lagoon,Dusk,0.014332241,0.020959257,0.014903948,0.016132062,0.020029129,0.023329579,0.009406937,0.013256263,0.021873822,0.927309678,2.578628782,1.713047476,0.923871232
50,,Lagoon,Noon,0.008253293,0.012263015,0.008040459,0.00977215,0.012665175,0,0.004133001,0.006519672,0,0.846421102,2.37775814,1.824891041,0.822793266
51,,Lagoon,Dawn,0.014193328,0.021420918,0.013128676,0.026137618,0.020096644,0.021739668,0.005731429,0.011348008,0,0.812867474,1.643693073,2.130484163,0.502290439
51,,Lagoon,Dusk,0.012626128,0.020759418,0.013042768,0.016050084,0.018358449,0.018521395,0.007089718,0.010570099,0.028124657,0.910245597,1.711383516,1.824458819,0.812629266
51,,Lagoon,Noon,0.008075062,0.011309829,0.008875676,0.009310276,0.01513013,0.010954745,0.004266325,0.007075226,0,0.769063179,0.911880618,1.735601388,0.953320369
52,,Lagoon,Dawn,0.013513327,0.015981803,0.015955411,0.016241106,0.021587818,0.015585954,0.006770643,0.012704682,0.010794191,1.033094624,1.745026499,1.657005242,0.982409103
52,,Lagoon,Dusk,0.012712616,0.040842289,0.013218567,0.014855876,0.021815415,0.019097484,0.006796086,0.011107708,0.026890212,0.935439263,0.978260639,1.817336187,0.889787147
52,,Lagoon,Noon,0.008022574,0.014317318,0.00827374,0.010636289,0.012429451,0.007856235,0.004547298,0.007010017,0,0.901587529,1.729716131,2.032666731,0.777878498
53,,Lagoon,Dawn,0.01458297,0.021314327,0.013173628,0.026778674,0.02257424,0.010577147,0.005675649,0.010615784,0.032402474,0.718714799,1.470147959,2.18585133,0.491944749
53,,Lagoon,Dusk,0.011844727,0.018736984,0.012737498,0.014582053,0.015305081,0.009074328,0.006089788,0.010724944,0.014672509,0.879895968,2.17615649,1.609485611,0.87350511
53,,Lagoon,Noon,0.009723652,0.01652772,0.008946607,0.010633771,0.015970067,0.00437986,0.004552312,0.008254706,0,0.855400056,1.740227355,1.53970039,0.841339041
5,b,LaSource,Dawn,0.012058549,0.021858719,0.011693138,0.016624193,0.024123214,0.001764073,0.005650504,0.009756299,0,1.144047206,1.501748246,1.934880829,0.703380778
5,c,LaSource,Dawn,0.009140925,0.011281952,0.009817999,0.011852517,0.012087822,0,0.004524093,0.008378887,0.004381405,0.939377396,2.423508401,1.819273373,0.828347193
5,e,LaSource,Noon,0.009400999,0.013578806,0.008710162,0.01147421,0.01674484,0,0.004552302,0.008553004,0.016179276,1.053842793,1.347965942,1.732621716,0.759107803
5,f,LaSource,Noon,0.011711189,0.017808124,0.011944783,0.014289313,0.012390936,0,0.004698366,0.010064968,0.00867072,0.902130919,2.355908811,1.619527336,0.835924241
5,h,LaSource,Dusk,0.00826475,0.008697586,0.007755107,0.010036199,0.004980992,0.006162447,0.004005788,0.007446669,0.002633304,0.913070848,3.258918074,1.69601221,0.772713572
5,i,LaSource,Dusk,0.006701867,0.014371041,0.005453292,0.008578496,0.012524453,0.003970576,0.003206545,0.005957303,0.010673066,1.096293698,1.552311783,1.598104709,0.635693241
6,,LaSource,Dawn,0.008157421,0.019095586,0.008081271,0.010749566,0.022738538,0,0.003455376,0.006404067,0,1.244776207,0.935601252,1.910260227,0.751776482
6,,LaSource,Dusk,0.005427409,0.01359785,0.003966915,0.007256852,0.010454314,0.000456678,0.002592056,0.004385259,0,0.966452754,1.212649681,1.921680843,0.546644111
6,,LaSource,Noon,0.004253371,0.016300296,0.003964051,0.005696453,0.00573205,0.006453352,0.002115112,0.002762159,0.014607492,0.963132334,1.184892358,1.553635425,0.695880497
7,,LaSource,Dawn,0.007835229,0.02321873,0.008280293,0.011222273,0.025602381,0.032640923,0.003741014,0.005197406,0.0181002,1.276270342,0.750918238,2.164347841,0.73784456
7,,LaSource,Dusk,0.006115771,0.016863793,0.005104398,0.008752567,0.020164931,0,0.003484085,0.0050982,0,1.016306355,1.569210195,2.161474579,0.583188663
7,,LaSource,Noon,0.005505241,0.016530656,0.005764745,0.014233537,0.014510302,0.011950097,0.002226405,0.004162852,0.019718643,0.518765685,0.887583795,2.726072948,0.405011408
8,,LaSource,Dawn,0.006382242,0.014015416,0.006234501,0.008680578,0.012540852,0,0.002955797,0.004724582,0.006367797,1.076175678,1.251005388,1.726057537,0.718212658
8,,LaSource,Dusk,0.005684999,0.014999547,0.004429988,0.007393247,0.012586776,0.007957292,0.002796636,0.004578524,0,1.011425892,1.273422123,2.099663036,0.599193861
8,,LaSource,Noon,0.005900514,0.01646775,0.005781566,0.00834525,0.009906299,0.004412137,0.004574937,0.004568156,0.017605799,1.083814485,2.635971509,1.882485749,0.692797231
9,,LaSource,Dawn,0.00661975,0.011764752,0.006117215,0.008921432,0.010852016,0.00380091,0.003650224,0.005509826,0,0.962227438,1.707336404,2.013068071,0.685676387
9,,LaSource,Dusk,0.00574673,0.015147601,0.004165939,0.006562503,0.010616747,0,0.00272846,0.006013702,0,1.020128967,1.343213634,2.083743683,0.634809468
9,,LaSource,Noon,0.004826621,0.014533053,0.00449333,0.008515644,0.007397165,0.010275132,0.002524652,0.00307323,0.01792234,1.038053065,1.534584046,1.971301355,0.527655899
